name	inn	Company name	revenue_2021_mln_$USA
ЗАО "Штрабаг"	7707007451	Strabag	53,0
ООО "БРАЗЕР"	7707595034	Brother	53,0
ООО "Шнейдер Электрик ЗЭМ"	5050066052	Schneider Electric	53,0
ЗАО "ХОФФМАНН ПРОФЕССИОНАЛЬНЫЙ ИНСТРУМЕНТ"	7816017139	Hoffmann Group	53,0
ООО "Эм-Си Баухеми"	4706015486	MC-Bauchemie	53,0
ФРОЙДЕНБЕРГ ПОЛИТЕКС	5260138465	Freudenberg Group	53,0
ЭМЭМЭС КОММЬЮНИКЕЙШНЗ	7714328921	Publicis Groupe	53,0
ТРЕЙН ТЕКНОЛОДЖИЗ РУС	7722094498	Trane Technologies	53,0
АСТЕЛЛАС ФАРМА ПРОДАКШЕН	7709948951	Astellas Pharma	52,0
ПАРКЕР ДАЛЬНЕВОСТОЧНЫЙ ДРИЛЛИНГ СЕРВИСИЗ	6501303381	Parker Drilling Company	52,0
АКЦИОНЕРНОЕ ОБЩЕСТВО КАВМИНСТЕКЛО	2630000081	Verallia Deutschland	52,0
СОФТЛАЙН ИНТЕРНЕТ ТРЕЙД	7736542069	Softline International	52,0
ООО "Биг Дачмен"	7704266056	Big Dutchman	51,0
ЮСБ ФАРМА ЛОГИСТИКС	7701885682	UCB Pharma	51,0
ООО "ПРОИЗВОДСТВЕННЫЙ КОМПЛЕКС "КИРОВ ТАЙР"	4345465597	Pirelli	51,0
ООО "МОНДИ АРАМИЛЬ"	6685148334	Mondi Group	51,0
ООО "ВИЛЬД РОССИЯ"	7705202224	Wild Intermare	51,0
ООО "НАВИЕН РУС"	7727810226	NAVIEN	51,0
ООО "ТМХ РУС"	5044087833	Toyota	51,0
АЛЬФА АВТОМАТИВ ТЕХНОЛОЖИЗ	7725618132	IHI Corporation	51,0
ООО "ЭЛАНКО РУС"	7703803068	Elanco	51,0
ООО "БОСТОН СЭЕНТИФИК"	7743329743	Boston Scientific	51,0
ООО "САНИ"	7728642366	Sany Heavy Industries	51,0
ООО "Жемальто"	7701314914	Thales/Gemalto	50,0
ООО "ВЯРТСИЛЯ ВОСТОК"	7841339690	Wartsila	50,0
ООО "Ксилем Рус"	7718849900	Xylem Inc	50,0
ООО "ИННОТЕК"	7705339356	Laboratoire Innotech International	50,0
ООО "КОТАНИ"	7725614988	Kotanyi	50,0
ООО "Райффайзен Агро"	7730161765	AGRAVIS Raiffeisen	50,0
ООО "БРАУН-ФОРМАН РУС"	7709956984	Brown-Forman	50,0
ООО "ЭРРАЙВАЛ РУС"	7814620920	Arrival	50,0
ООО "ЛЮКСОТТИКА РУС"	7743892963	Luxottica	50,0
ДЕНТСПЛАЙ СИРОНА	7702785539	Dentsply Sirona	50,0
АО "БЮРО ВЕРИТАС РУСЬ"	7729055402	Bureau Veritas	49,0
ООО "ИПСОС КОМКОН"	7725714277	Ipsos Group	49,0
ООО "ЛИЗПЛАН РУС"	7705999472	LeasePlan	49,0
ООО "ДИБОЛД НИКСДОРФ"	7707635872	Diebold Nixdorf	49,0
ООО "Данлоп Тайр СНГ"	7728629485	Sumitomo	49,0
ООО "АЛЬСТРОМ-МУНКШО ТВЕРЬ"	6911024261	Ahlstrom-Munksjö	49,0
ООО "РОТО ФРАНК"	7713273035	Roto Frank	49,0
ООО "ТЕКНОС"	7718571300	Teknos	49,0
ООО "СПЕКТА ИНТЕРПАК "	7724193494	Specta	49,0
НГК СПАРК ПЛАГС (ЕВРАЗИЯ)	7729740239	NGK	49,0
ВЕЛЬТОН	7729547732	Wielton	49,0
ХЕНДЭ ВИА РУС	7814763371	Hyundai Wia	49,0
АКЦИОНЕРНОЕ ОБЩЕСТВО КАМЫШИНСКИЙ СТЕКЛОТАРНЫЙ ЗАВОД	3436004418	Verallia Deutschland	48,0
СМС ГРУП	7702721013	SMS Holdings Corporation	48,0
ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО СЛАНЦЕВСКИЙ ЦЕМЕНТНЫЙ ЗАВОД ЦЕСЛА	4713000120	HeidelbergCement	48,0
СИМЕНС ИНДАСТРИ СОФТВЕР	7703215813	Siemens	48,0
ООО "БЕНЕТТОН РУССИЯ"	7708506654	Benetton	47,0
ООО "СИБИЛЛА РУС"	4725006920	Atria	47,0
ООО "Роквул-Волга"	1646021825	Rockwool	47,0
ООО "ФУДЖИФИЛЬМ РУС"	7714391842	Fujifilm	47,0
ООО "ТТ РУС"	7726693904	TOM Tailor	47,0
ООО "МЕГОГО"	7703769593	MEGOGO	47,0
ЖИВОДАН РУС	7705832850	Givaudan	47,0
ООО "Моет Хеннесси Рус"	7707706700	LVMH	46,0
ООО "ГЕДЕОН РИХТЕР ФАРМА"	7706460475	Gedeon Richter	46,0
ООО "КУБАНСКИЕ КОНСЕРВЫ"	2337028462	Bonduelle	46,0
ООО "Этипродактс"	7743553181	Eti Maden	46,0
ЛОТТЕ КОНДИТЕРСКАЯ ФАБРИКА РУС	7704644692	Lotte Confectionery	46,0
ООО "ЭС ЭМ СИ ПНЕВМАТИК"	7801104438	SMC	46,0
ООО "РИКО РУС"	7703177188	Ricoh Group	46,0
ООО "СИСТЕМЭЙР"	7714824045	Systemair	46,0
ВЕРВАГ ФАРМА	7726579101	Wörwag Pharma	46,0
ООО "ГЕБЕРИТ РУС"	7702847312	Geberit	46,0
СКАНИЯ-ПИТЕР	7810196428	Scania	46,0
ООО "ПАЛФИНГЕР КРАН РУС"	7810565435	Palfinger	46,0
АО "САНОФИ ВОСТОК"	5751028489	Sanofi	46,0
ООО "ТИКТОК РУС"	9706005663	Tik Tok	46,0
ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО БИОСИНТЕЗ	5834001025	Sun Pharma	45,0
ИНТЕГРА - БУРЕНИЕ	1834039053	IG Group	45,0
РЕГСТАЭР - М	7709565395	Dufry	45,0
АО ХК ОПОЛЬЕ	3329025741	Pepsi	44,0
ООО "ЛЕО ФАРМАСЬЮТИКАЛ ПРОДАКТС"	7701366091	LEO Pharma	44,0
ООО "ДР.ТАЙСС НАТУРВАРЕН РУС"	7725718602	Dr. Theiss	44,0
ООО "Лантманнен Юнибэйк"	5011023633	Lantmännen Unibake	44,0
ООО "ХР. ХАНСЕН"	7701205538	CHR Hansen	44,0
ООО "ЧИБО СНГ"	7710502329	Tchibo	44,0
ООО "Кей Ти Эн Джи Рус"	4003028481	KT&G	44,0
ООО "Хёрманн Руссия"	7813103710	Hörmann KG	44,0
ООО "РОДЕ и ШВАРЦ РУС"	7710557825	Rohde & Schwarz	44,0
ООО "ВБК"	7703620804	Foraco	44,0
АЛЬЯНСНЕФТЕГАЗ	7017039457	Imperial Energy Corporation	44,0
ГЕСС? СИАЙЭС	7729482411	Guess	44,0
АСПЕН ХЭЛС	7703812312	Aspen Pharmacare	43,0
АО "КОНЕКРЕЙНС ДЕМАГ РУС"	7809007309	Konecranes	43,0
СЭ БОРДНЕТЦЕ	5260343993	Sumitomo Electric Industries	43,0
ООО "Квайссер Фарма"	7725604732	Queisser Pharma	43,0
ООО "Силган Метал Пэкаджинг Энем"	107018096	Silgan Metal Packaging	43,0
ООО "ЛАССЕЛСБЕРГЕР"	274111792	LB Ceramics	43,0
ООО "КОНИКА МИНОЛТА БИЗНЕС СОЛЬЮШНЗ РАША"	7730165720	Konica Minolta	43,0
ПРАКСАЙР АЗОТ ТОЛЬЯТТИ	7709930344	Linde	43,0
ООО "ДЮРАСЕЛЛ РАША"	7743101227	Duracell	43,0
ООО "ЛИНДТ УНД ШПРЮНГЛИ (РАША)"	7743871709	Lindt & Sprüngli	43,0
ДОРОЖНО-ИНВЕСТИЦИОННАЯ КОМПАНИЯ	7703402852	ANAS	43,0
МОНСТЕР ЭНЕРДЖИ РУС	7743816120	Monster Energy	43,0
АГКО ФИНАНС	7710955368	AGCO	43,0
ПАЛЛ ЕВРАЗИЯ	7733059093	Pall Corporation	43,0
ООО "НЕМАК РУС"	7329013119	Nemak	43,0
ДОДО ФРАНЧАЙЗИНГ	1101140415	DP World	43,0
ООО "ХАЙВ ЭКСПО ИНТЕРНЕШНЛ"	7708333955	Hyve Expo International	43,0
ООО "СПФО"	5072723738	Charoen Pokphand Foods	42,0
ТРУМПФ	7722560773	Trumpf	42,0
НЭКСТ	7701385552	Next	42,0
ООО "ПАРКЕР ХАННИФИН"	7710550273	Parker Hannifin	42,0
ООО "ДОКТОР ФАЛЬК ФАРМА"	7708658262	Dr. Falk Pharma	42,0
ООО "ВАНДЕРЛАНДЕ ИНДАСТРИС"	7709877115	Vanderlande Industries	42,0
АО "БИК СНГ"	7707130374	Société Bic	41,6
АКЦИОНЕРНОЕ ОБЩЕСТВО БАЗОВЫЕ МЕТАЛЛЫ	7720587949	Highland Gold	41,0
АРВАТО РУС	7604039395	Bertelsmann	40,0
ООО "ГФК-РУСЬ"	7727042479	GfK	40,0
ООО "ЭВЕР НЕЙРО ФАРМА"	7707637284	EVER Neuro Pharma	40,0
РУССКИЙ ЛЕСНОЙ АЛЬЯНС	1001153530	National Investment and Infrastructure Fund	40,0
САМСОНАЙТ	7706644419	Samsonite International	40,0
ООО "БИ ФИТ"	9718088696	Letique Cosmetics	40,0
ООО "СИНОПЕК ИНТЕРНЕЙШНЛ КОМПАНИ РУС"	7715680371	Sinopec Limited (China Petroleum & Chemical Corporation )	39,0
ООО Итон	7743518606	Eaton	39,0
ИНГКА РУС I	5047137708	Ingka	39,0
АЗОТТЕХ	5911055740	EuroChem	39,0
ООО "ЗИММЕР СНГ"	7704237464	Zimmer Biomet	39,0
ООО "Кнауф Гипс Кунгур"	5917236694	Knauf Gips	39,0
ИНЕОС СТИРОЛЮШН	7706769986	Ineos	39,0
ООО "БУРСЕРВИС"	1106013435	Halliburton	38,9
ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ДС КОНТРОЛЗ	5321065626	Baker Hughes	38,0
ООО "САП Лабс"	7705987090	SAP	38,0
ООО "Исследовательский Центр Самсунг"	7715894574	Samsung	38,0
КОЛОПЛАСТ	7710699611	Coloplast	38,0
ООО "Джон Дир Файнэншл"	7728772647	John Deere	38,0
КАСИО	7707668973	Casio	38,0
АО "МЕТТЛЕР-ТОЛЕДО ВОСТОК"	7705125499	Mettler Toledo	38,0
АО "ТЕРМО ФИШЕР САЙЕНТИФИК"	7805023194	Thermo Fisher	38,0
АКЦИОНЕРНОЕ ОБЩЕСТВО ДОНСКОЙ АНТРАЦИТ	6144009894	DTEK	38,0
ООО "МАРУБЕНИ РАББЕР РУС"	7703468839	Marubeni	38,0
ВФ СИ-АЙ-ЭС	7704263993	VF Corporation	37,0
ТМ БАЙКАЛ	3820000740	Mitsui & Co.	37,0
ОЛОТ ВОСТОК	5044046668	Haulotte Group	37,0
ГРАЙНЕР ПЭКЭДЖИН	3329026625	Greiner	37,0
ОДЕМАР ПИГЕ (РУС)	7705794933	Audemars Piguet	37,0
БЕВ	7729349650	Savencia Fromage & Dairy	37,0
СТУДИО МОДЕРНА	7723166508	Studio Moderna	36,0
ООО "БОТ Лизинг (Евразия)"	7704638579	Komatsu	36,0
АО "ХЕМПЕЛЬ"	7814066902	Hempel	36,0
ООО "Лоренц Снэк-Уорлд Раша"	7842328726	Lorenz Snack-World	36,0
СМС ЗИМАГ МЕТАЛЛУРГИЧЕСКИЙ СЕРВИС МАГНИТОГОРСК	7445039118	SMS Group	36,0
ФРАНКЕ НЕВА	7825446173	Franke	36,0
ООО "КНОРР-БРЕМЗЕ СИСТЕМЫ ДЛЯ КОММЕРЧЕСКОГО ТРАНСПОРТА"	7706661661	Knorr-Bremse	36,0
АКЦИОНЕРНОЕ ОБЩЕСТВО УПОНОР РУС	7814041810	Uponor	36,0
РОДЕР	5044052189	Röder Zeltsysteme und Service	36,0
ЛАПП РУССИЯ	6317054302	Lapp Gruppe	36,0
ООО "ГАЛДЕРМА"	7705910690	Galderma	36,0
ООО "Д-Р ОЕТКЕР"	7743342857	Dr. Oetker	36,0
ООО Сони Мьюзик Энтертейнмент	7710357054	Sony Music Group	36,0
ООО "ФОРСИ"	7703774970	Four Season hotels	36,0
ООО "Б.Браун Авитум Руссланд Клиникс"	7801510334	B. Braun	35,0
ООО "ТЕРАДАТА"	7705798423	Teradata	35,0
ООО "ПИВИЭЙЧ СТОРС РУС"	7705523330	PVH	35,0
КРЕДИТ ЕВРОПА ЛИЗИНГ	7705677316	Credit Europe Bank	35,0
ФАУБЕХА	7826708030	VBH	35,0
ООО "Армстронг Билдинг Продактс"	1646032249	Armstrong World Industries	35,0
ООО "ДЕКЁНИНК РУС"	7714576900	Deceuninck	35,0
АКЦИОНЕРНОЕ ОБЩЕСТВО КЕМИРА ХИМ	7838467357	Kemira	35,0
ООО "ДАВ - РУССЛАНД"	7736207494	Caparol	35,0
УРАЛХИМПЛАСТ - ХЮТТЕНЕС АЛЬБЕРТУС	6623090557	Hüttenes-Albertus Chemische Werke	35,0
КАЗАНЬ РЕАЛ ЭСТЕЙТ	7703820810	Benetton	35,0
ЮЛИУС МАЙНЛ РУССЛАНД	7709728586	Julius Meinl	35,0
ООО "ХЕЛЛИ ХАНСЕН"	7729747033	Helly Hansen	35,0
ГРАЙНЕР ПЭКЭДЖИН СИСТЕМ	7733546844	Greiner	35,0
ООО "МИЦУИ ЭНД КО. МОСКОУ"	7710555338	Mitsui & Co.	35,0
ШТРАУМАНН	7728274232	Straumann	35,0
ООО "Дотерра Рус"	7714994350	doTERRA	35,0
УНГА	7705869434	Unga Group	35,0
МАН ТРАК ЭНД БАС ПРОДАКШН РУС	7820325601	Volkswagen	34,0
КСБ	7714605974	KSB	34,0
ДХЛ ЛОГИСТИКА	7705165639	Deutsche Post	34,0
АДАМА РУС	2310120439	ADAMA	34,0
АНДЖЕЛИНИ ФАРМА РУС	7707848616	Angelini	34,0
МИТАС	7723770822	Trelleborg Group	34,0
ИВОКЛАР ВИВАДЕНТ	7725768836	Ivoclar Vivadent	34,0
КАЗ МИНЕРАЛЗ	9705132500	KAZ Minerals	34,0
АЦИНО РУС	7707747030	Acino International AG	34,0
ООО "ДОЙГРО ПРОЕКТЫ"	7704850342	deugro	33,3
АО "НСН"	7704164791	Nokia	33,0
ООО "И Д ЭНД Ф МЭН"	7704244101	ED&F Man	33,0
ООО "ДАХУА ТЕКНОЛОДЖИ РУС"	7718283069	Dahua Technology	33,0
КНОРР-БРЕМЗЕ 1520	6949010275	Knorr-Bremse	33,0
ООО "БЕЛЛА Сибирь"	5448451118	TZMO	33,0
ООО "ЛА РЕДУТ РУС"	7710616929	La Redoute	33,0
ХАНСГРОЭ	7704661151	Hansgrohe	33,0
ООО "СЕРВЬЕ РУС"	5036050808	Laboratoire Servier	33,0
АКЦИОНЕРНОЕ ОБЩЕСТВО МАПЕИ	5040059680	Mapei	33,0
ООО "ВИНЕРБЕРГЕР КИРПИЧ"	5072000915	Wienerberger	33,0
ООО "Нинтендо РУ"	7705998817	Nintendo	33,0
САНТЭН	7709987340	Santen Pharmaceutical	33,0
АНСЕЛЛ РУС	7703750930	Ansell	32,0
ООО "белла-Дон"	6161037556	TZMO	32,0
ООО "АМДС ВОСТОК"	7706720564	ArcelorMittal	32,0
ШТИЛЛ ФОРКЛИФТТРАКС	7730524271	KION Group	32,0
РАЙК ЦВААН РУСЬ	5027080281	Rijk Zwaan	32,0
СВИСС КРОНО ЛЕСПРОМ	4407008667	Swiss Krono Group	32,0
ООО "БИОНОРИКА"	7729590470	Bionorica	32,0
ООО "КИНГСПАН"	4705033556	Kingspan	32,0
АФГ РУС	7701792780	Arbonia	32,0
СЕТЕС КОСМЕТИКС	5024055294	Oriflame Cosmetics	31,0
ООО "ТАПЕРВЭР"	7705158945	Tupperware	31,0
ООО "ДАКСЕР"	7714724770	DACHSER	31,0
АКВАТОН РУС	7718202239	Roca	31,0
ООО "ЯМАЗАКИ МАЗАК"	7726556880	MAZAK	31,0
ООО "АНДРИТЦ"	7826085064	ANDRITZ Inc.	31,0
МАШУМА-РУС	2543107198	China Investment Corporation	31,0
Т-СИСТЕМС РУС	7801680960	T-Systems	31,0
КВЕРНЕЛАНД ГРУП СНГ	7735512618	Kverneland Group	30,0
АКЦИОНЕРНОЕ ОБЩЕСТВО ЛОГИКА	7735000722	Air Liquide	30,0
ООО "БЕЛЛА Волга"	5260193515	TZMO	29,0
ОСРАМ	7725302820	Osram Licht AG	29,0
ООО "ХАРИБО КОНФЕТЫ"	7709403651	HARIBO	29,0
АО "ДЖОНСОН КОНТРОЛС"	7714041358	Johnson Controls	29,0
ООО "ИКЕА ИНДАСТРИ ВЯТКА"	4307018005	IKEA	29,0
ООО "БИОКОДЕКС"	7725682995	Biocodex	29,0
ФЕДЕРАЛ-МОГУЛ ВИСИЭС	7743885860	Federal-Mogul	28,8
АКЦИОНЕРНОЕ ОБЩЕСТВО ЗУЛЬЦЕР НАСОСЫ	7809009105	Sulzer	28,4
РХИ ВОСТОК СЕРВИС	7725672041	RHI Magnesita	28,2
ОМРОН ЭЛЕКТРОНИКС	7710638802	Omron	28,2
ООО "МАНИТОВОК КРЭЙН ГРУП СНГ"	7720265853	Manitowoc	28,0
ОАО "МОЛКОМБИНАТ КУНГУРСКИЙ"	5940300429	Pepsi	28,0
ООО "КЕМИН ИНДАСТРИЗ (ЛИПЕЦК)"	4802000997	Kemin	28,0
ООО "БРУНЕЛ РУС"	7709467574	Brunel International	28,0
ООО "ГРИД ДИНАМИКС"	7813540887	Grid Dynamics	28,0
АКЦИОНЕРНОЕ ОБЩЕСТВО ИНТЕРТЕК РУС	7720250335	Intertek	27,9
ШУМАХЕР	4240007511	Hochtief	27,9
СИЭНЭЙЧ ИНДАСТРИАЛ ФАЙНЕНШИАЛ СЕРВИСЕЗ РУССИЯ	7709411187	CNH Industrial	27,9
ООО "ИНТРАКОМ СВЯЗЬ"	7703350629	Intracom Telecom	27,8
ДОРМАКАБА ЕВРАЗИЯ	7703525710	Dormakaba	27,7
ДЕСТЕК	5036059960	RÖHM GmbH	27,6
ЮНИВЕРСАЛ МЬЮЗИК	7730554847	Universal Music Group	27,6
ЧЕЙЛ РУС	7703352200	Cheil Worldwide	27,5
КОМПАСС ГРУПП РУС	7705293503	Compass Group	27,4
ИНТЕРМОДЕ	7709900734	Eren Holding	27,4
КРОНЕС	7703175060	Krones	27,3
СМЕГ РУССИЯ	7708626292	Smeg	27,2
ВНИИБТ-БУРОВОЙ ИНСТРУМЕНТ	5947013871	IG Group	27,1
ЗУЛЬЦЕР ТУРБО СЕРВИСЕС РУС	7704781586	Sulzer	27,1
БОШ ОТОПИТЕЛЬНЫЕ СИСТЕМЫ	6449069270	Robert Bosch	26,8
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ФРАНКЕ РУССИЯ	7805377926	Franke	26,7
ММ ПОЛИГРАФОФОРМЛЕНИЕ РОТОГРАВЮР	4720014678	Mayr-Melnhof	26,6
МАРШРУТ	7724566185	Studio Moderna	26,5
ДАНИЕЛИ ВОЛГА	5249116595	Danieli Group	26,4
КОНТИТЕК РУС	7705321180	Continental	26,2
ООО "Каргобулл Финанс"	7710704220	Cargobull Finance Holding	26,0
ООО "ФВФУ РУС"	7702656396	Volkswagen	26,0
ООО "ВТГ"	7704708071	VTG	26,0
Лебедянский	4811023542	Pepsi	26,0
АО "Шишеджам Аутоматив Рус"	1646027182	Sisecam	26,0
ООО "ЭЙ-ЭЙЧ-АЙ-КЕРРИЕР"	7705865711	Carrier	26,0
ООО "АЛЛНЕКС БЕЛГОРОД"	3120099967	Allnex LLC	26,0
ООО "ДЖ.Т.И. ИННОВАЦИОННЫЕ ПРОДУКТЫ"	7801431234	Japan Tobacco International	26,0
ООО "ХЕЕЛЬ РУС"	7714415356	Heel	26,0
ФМСИ ЕВРАЗИЯ	7706669438	FMC Technologies	25,9
ФЕДЕРАЛ-МОГУЛ НАБЕРЕЖНЫЕ ЧЕЛНЫ	1650168242	Federal-Mogul	25,6
ФЕНДИ РУ	7710969970	Fendi	25,1
ООО "ПРОКТЕР ЭНД ГЭМБЛ"	7701032910	Procter & Gamble	25,0
ООО "Сиско Системс"	7705751094	Cisco Systems Inc	25,0
ООО "ОБО БЕТТЕРМАНН"	7722296960	OBO Bettermann	25,0
ООО "КАРГОТЕК РУС"	7839339164	Cargotec	25,0
АО "ФИСКАРС БРАНДС РУС"	4716002246	Fiskars	25,0
ООО "ПЛАНТИК"	4705095880	Fiskars	
ООО "ФЛОУСЕРВ"	7743589251	Flowserve	25,0
ООО "ВЕЛЛА РУС"	7743344565	Wella	25,0
ФЭШН РИТЕЙЛ ГРУП	7725778986	Tendam	24,9
НИППОН ЭКСПРЕСС (РУС)	7805398429	Nippon Express	24,9
САНТИ	7702371288	Tata Consumer Products	24,7
БВТ	7716616731	BWT	24,7
МЕРК ЛАЙФ САЙНС	7701620453	Merck	24,7
ТАЙКО ЭЛЕКТРОНИКС РУС	7612037828	TE Connectivity	24,3
ФЕДЕРАЛ-МОГУЛ ПАУЭРТРЕЙН ВОСТОК	7743590440	Federal-Mogul	24,2
КХС РУС	7706502693	KHS GmbH	24,2
СПИН МАСТЕР РУС	7704455590	Spin Master	24,1
СЭВС РУС	7729657968	Sumitomo Electric Industries	24,1
АВЕВА	7704631911	Aveva	24,1
ООО ДСВ СОЛЮШНС	5017050270	DSV A/S	24,0
ВАЛЬТЕР	7842377160	Walter Tools	24,0
ООО "ШОТТ ФП"	5246032499	SCHOTT	24,0
ООО "ФИШЕР"	7716588925	Fischer Sports	24,0
ООО "МАРЕЛ ФУД СИСТЕМС"	7728543830	Marel	24,0
ООО "ТАВ"	6321124168	Tenneco	24,0
АЛКАЛОИД-РУС	7721631037	ALKALOID AD SKOPJE	24,0
ООО "Фанук"	7710449756	Fanuc	24,0
ООО "СЕВА ЛОДЖИСТИКС РУСЬ"	7805648051	CEVA Logistics	24,0
УРАЛ-РЕМСТРОЙСЕРВИС	5911039724	EuroChem	23,8
УОРЛИ	6501163092	WorleyParsons Limited	23,8
ХАРМАН	5262068365	Harman Connected Services	23,7
ВОЛЬГАФИЛЬМ	7717765292	VLG.FILM	23,6
ИНТЕГРИТИ СОЛЮШНС	7713475641	Luxoft	23,6
АПЛЕОНА РУС	7706285417	Apleona	23,5
ЗУЛЬЦЕР ХЕМТЕХ	5043032704	Sulzer	23,5
ГУНВОР ИНФРАСТРУКТУРА	9703016353	Gunvor Group	23,5
ФУРЛА РУС	5027172101	Furla	23,4
ПИЦЦА ВЕНЧУР	1101084785	DP World	23,4
АКЦИОНЕРНОЕ ОБЩЕСТВО ЛАДЭНСО	1005060090	Stora Enso	23,2
ШНЕЙДЕР ЭЛЕКТРИК СИСТЕМС	7707631042	Invensys	23,2
ХЕРАЕУС ЭЛЕКТРО-НАЙТ ЧЕЛЯБИНСК	7450032855	Heraeus	23,2
ТИМЕКС ПРО	5074039837	Smart	23,1
СПЕРАСОФТ СТУДИЯ	7801498077	Keywords Studios	22,9
ДИНАПАК	5047198718	Dynapac	22,9
ХЕЛЛА	7723838171	Hella	22,8
ШАРП ЭЛЕКТРОНИКС РАША	7706645860	Sharp	22,6
ФОРБО ФЛОРИНГ	7701759825	Forbo Holding AG	22,6
ХИТАЧИ ЗОСЕН ИНОВА РУС	9710069275	Hitachi Zosen Corporation	22,6
ШТИЛЬ ЗЮДВЕСТ	2311169331	Stihl	22,5
АМДОКС СОЛЮШНЗ ЛТД	7710393180	Amdocs	22,3
БОГНЕР ИСТЕРН ЮРОП	7705534798	Willy Bogner	22,3
ПУТЦМАЙСТЕР-РУС	7708538166	Putzmeister	22,2
ФАБРИКА АХМАД ТИ	7706273309	Ahmad Tea	22,2
ДУФРИ ИСТ	7718104753	Dufry	22,2
АНСАЛЬДО ЭНЕРДЖИА РАША	7710954396	Ansaldo Energia	22,1
МОМЕНТИВ ПЕРФОМАНС МАТЕРИАЛС РУС	7743663353	Momentive	22,1
ЛЮМИЛЕДС ЕВРАЗИЯ	7703820313	Lumileds	22,1
ООО "ЦЕНТИС РУССЛАНД"	5040054227	Zentis	22,0
ООО "ФИЛИППО БЕРИО РУ"	7704370900	FILIPPO BERIO	22,0
ООО "БУАРОН"	7725548693	Boiron	22,0
ООО "ЛЕНОВО (ВОСТОЧНАЯ ЕВРОПА/АЗИЯ)"	7703549291	Lenovo	22,0
ООО Финндисп	5040057475	Dow Chemical	22,0
ООО "ДЕ АГОСТИНИ"	7743575516	DeAgostini	22,0
СИСТЕМ СЕНСОР ТЕХНОЛОГИИ	4802001260	Honeywell	21,9
А25	7722467100	Asus	21,9
КРЕПС	7804165929	Sika	21,8
АВТОМОБИЛЬНАЯ БАЗА ДАННЫХ	9710013723	Digital Agency	21,8
АКЦИОНЕРНОЕ ОБЩЕСТВО МАРШ - СТРАХОВЫЕ БРОКЕРЫ	7714106679	Marsh McLennan	21,7
А ЭНД М ЭЛЕКТРОИНСТРУМЕНТЫ	7714574941	Techtronic Industries	21,7
СКОМИ ОЙЛТУЛЗ (РУС)	7707657629	Scomi	21,6
ДХЛ ЭКСПРЕСС	7713727881	Deutsche Post	21,6
АКЦИОНЕРНОЕ ОБЩЕСТВО ЭФЭМСИ ВОЛГА	2124013912	FMC Technologies	21,5
ПЕЦ-ХААС	7710184235	Ed. Haas International	21,4
ВСЕГДА ДА	9709015765	Home Credit	21,4
КРОДА РУС	9717065142	Croda International	21,3
ДЖИИ СТИМ ПАУЭР ЛТД.	7811054754	GE Renewable Energy	21,3
ДОКА РУС	7710605684	Doka GmbH	21,2
ООО "ЧАЙНА ЮНИКОМ (РУС) ОПЕРЭЙШНЗ"	7703421781	China United Network Communications	21,0
ООО "АЙКЬЮВИА СОЛЮШНС"	7724662555	IQVIA	21,0
ВАККЕР НОЙСОН	7719540671	Wacker Neuson	21,0
ООО "КИНРОСС МАЙНИНГ СЕРВИСИЗ"	4909909270	Kinross Gold	21,0
ООО "СОКОТЕЛЬ"	7841338200	Sokotel	21,0
ООО "ЛИДЕА РУС"	2308208573	Lidea	21,0
АКЦИОНЕРНОЕ ОБЩЕСТВО ЧЕЛЯБЭНЕРГОРЕМОНТ	7447063370	Fortum	20,9
ООО "А. ЭСПЕРСЕН"	7841485162	Espersen	20,8
АКЦИОНЕРНОЕ ОБЩЕСТВО ЭБЕРСПЕХЕР КЛИМАТИЧЕСКИЕ СИСТЕМЫ РУС	7702511168	Eberspächer Gruppe	20,7
САМСОН КОНТРОЛС	7709262190	Samson AG	20,6
ТРОСИФОЛЬ	5246022613	Kuraray	20,5
КНАУФ ПЕНОПЛАСТ	7817034384	Knauf Gips	20,3
ФРОЙДЕНБЕРГ ХАУСХОЛД ПРОДАКТС ИСТЕРН ЮРОП	7802341696	Freudenberg Group	20,2
ФИШЕР КЛИНИКАЛ СЕРВИСИЗ	5047112693	Fisher Scientific	20,2
ЭЛИКОР	4027122300	Franke	20,1
ХИРОУ РУС	7731590968	Hero Group	20,0
ФРЕЗЕНИУС МЕДИКЛ КЕА ХОЛДИНГ	7736522030	Fresenius Medical Care	20,0
КЛЮБЕР ЛУБРИКЕЙШН	7715607501	Freudenberg Group	19,8
ВЕСТЕЛ-СНГ	3301015292	Vestel	19,8
МДМ-ПЕЧАТЬ	7813096904	Ribena	19,7
КНАУФ ГИПС ДЗЕРЖИНСК	5249071792	Knauf Gips	19,7
МЕРСЕДЕС-БЕНЦ КАПИТАЛ РУС	7714951614	Mercedes-Benz Mobility	19,7
САНГФЕЙ СЕС ЭЛЕКТРОНИКС РУС	7704672523	TPV Technology	19,7
САБЕР ИНТЕРАКТИВ СГС	7802705343	Embracer Group	19,6
СИРОНА ДЕНТАЛЬ СИСТЕМС	7725710360	Dentsply Sirona	19,4
УОЛЛ РУС	7717666132	Wahl Clipper	19,4
